order_number;created_at;total_ht;status;shipping_mode;payment_method;tax_amount;total_ttc;type;siret;company_name;first_name;last_name;civility;address;address2;postcode;town;pays;email;function;mobile;tel;fax;siret_ship;company_name_ship;first_name_ship;last_name_ship;civility_ship;address_ship;address2_ship;postcode_ship;town_ship;pays_ship;email_ship;function_ship;mobile_ship;tel_ship;fax_ship;id_ligne;id_produit;store;libelle;quantite;montant_ht;montant_ttc;total_ht;tva;duree_engagement;innovant;id_group;sku;category_ids;type_produit;createur_entreprise;portabilite_rio;portabilite_numero;portabilite_date;type_client;device;origin;idiccFrontal;CodeOffre;OrdreIce;type_acte
WCE283084;13/09/2017 15:11;386.90;En attente;;facturation;77.38;464.28;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;1;5213;telephone_mobile;Samsung Galaxy Tab Active noir 16Go;1;359.90;431.88;359.90;20.00;;smartpro;1;221597;13,58,103;mobile;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE283084;13/09/2017 15:11;386.90;En attente;;facturation;77.38;464.28;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;2;5984;telephone_mobile;Business Everywhere pro initial sans engagement;1;17.00;20.40;17.00;20.00;sans engagement;smartpro;1;DEFAULT_5984;13,55,109,110;forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE283084;13/09/2017 15:11;386.90;En attente;;facturation;77.38;464.28;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;3;5032;equipements;Mini chargeur secteur 2A micro USB;1;10.00;12.00;10.00;20.00;;;1;3,57121E+12;7,29,76;equipement;;;;;OBS;desktop;boutique;;;;Foisonnement
COM170913002974;13/09/2017 15:24;278.90;En attente;;facturation;55.78;334.68;mobile;5,42065E+13;EUROPCAR INTERNATIONAL SA;René;DEL DUCA;M;12 RUE LIEUTENANT COL BERNARD;;83200;TOULON;France;;;;153843860;;;;;;;;;;;;;;;;;1;3414;telephone_mobile;Apple iPhone 5S Gris 16Go;1;229.90;275.88;229.90;20.00;;innovant1;1;219049;13,54,96,125;mobile;;;;;OBS;desktop;boutique;;;;Foisonnement
COM170913002974;13/09/2017 15:24;278.90;En attente;;facturation;55.78;334.68;mobile;5,42065E+13;EUROPCAR INTERNATIONAL SA;René;DEL DUCA;M;12 RUE LIEUTENANT COL BERNARD;;83200;TOULON;France;;;;153843860;;;;;;;;;;;;;;;;;2;4975;telephone_mobile;Lookout premium;1;0.00;0.00;0.00;20.00;;classique;1;apps_lookout;146;option_forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
COM170913002974;13/09/2017 15:24;278.90;En attente;;facturation;55.78;334.68;mobile;5,42065E+13;EUROPCAR INTERNATIONAL SA;René;DEL DUCA;M;12 RUE LIEUTENANT COL BERNARD;;83200;TOULON;France;;;;153843860;;;;;;;;;;;;;;;;;3;5841;telephone_mobile;assurance casse et vol;1;9.00;10.80;9.00;20.00;;innovant1;1;assurance casse;146;option_forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
COM170913002974;13/09/2017 15:24;278.90;En attente;;facturation;55.78;334.68;mobile;5,42065E+13;EUROPCAR INTERNATIONAL SA;René;DEL DUCA;M;12 RUE LIEUTENANT COL BERNARD;;83200;TOULON;France;;;;153843860;;;;;;;;;;;;;;;;;4;0;telephone_mobile;secret appel par appel;1;0.00;0.00;0.00;20.00;;;1;;;option_forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
COM170913002974;13/09/2017 15:24;278.90;En attente;;facturation;55.78;334.68;mobile;5,42065E+13;EUROPCAR INTERNATIONAL SA;René;DEL DUCA;M;12 RUE LIEUTENANT COL BERNARD;;83200;TOULON;France;;;;153843860;;;;;;;;;;;;;;;;;5;0;telephone_mobile;messagerie vocale;1;0.00;0.00;0.00;20.00;;;1;;;option_forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
COM170913002974;13/09/2017 15:24;278.90;En attente;;facturation;55.78;334.68;mobile;5,42065E+13;EUROPCAR INTERNATIONAL SA;René;DEL DUCA;M;12 RUE LIEUTENANT COL BERNARD;;83200;TOULON;France;;;;153843860;;;;;;;;;;;;;;;;;6;0;telephone_mobile;SIM triple découpe;1;0.00;0.00;0.00;20.00;;;1;;;option_forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
COM170913002974;13/09/2017 15:24;278.90;En attente;;facturation;55.78;334.68;mobile;5,42065E+13;EUROPCAR INTERNATIONAL SA;René;DEL DUCA;M;12 RUE LIEUTENANT COL BERNARD;;83200;TOULON;France;;;;153843860;;;;;;;;;;;;;;;;;7;0;telephone_mobile;Restriction Usage Modem;1;0.00;0.00;0.00;20.00;;;1;;;option_forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
COM170913002974;13/09/2017 15:24;278.90;En attente;;facturation;55.78;334.68;mobile;5,42065E+13;EUROPCAR INTERNATIONAL SA;René;DEL DUCA;M;12 RUE LIEUTENANT COL BERNARD;;83200;TOULON;France;;;;153843860;;;;;;;;;;;;;;;;;8;0;telephone_mobile;roaming WiFi International;1;0.00;0.00;0.00;20.00;;;1;;;option_forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
COM170913002974;13/09/2017 15:24;278.90;En attente;;facturation;55.78;334.68;mobile;5,42065E+13;EUROPCAR INTERNATIONAL SA;René;DEL DUCA;M;12 RUE LIEUTENANT COL BERNARD;;83200;TOULON;France;;;;153843860;;;;;;;;;;;;;;;;;9;0;telephone_mobile;conférence mobile;1;0.00;0.00;0.00;20.00;;;1;;;option_forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
COM170913002974;13/09/2017 15:24;278.90;En attente;;facturation;55.78;334.68;mobile;5,42065E+13;EUROPCAR INTERNATIONAL SA;René;DEL DUCA;M;12 RUE LIEUTENANT COL BERNARD;;83200;TOULON;France;;;;153843860;;;;;;;;;;;;;;;;;10;0;telephone_mobile;Avantage Pro;1;0.00;0.00;0.00;20.00;;;1;;;option_forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
COM170913002974;13/09/2017 15:24;278.90;En attente;;facturation;55.78;334.68;mobile;5,42065E+13;EUROPCAR INTERNATIONAL SA;René;DEL DUCA;M;12 RUE LIEUTENANT COL BERNARD;;83200;TOULON;France;;;;153843860;;;;;;;;;;;;;;;;;11;6691;telephone_mobile;mode international;1;0.00;0.00;0.00;20.00;;classique;1;DEFAULT_6691;;option_forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
COM170913002974;13/09/2017 15:24;278.90;En attente;;facturation;55.78;334.68;mobile;5,42065E+13;EUROPCAR INTERNATIONAL SA;René;DEL DUCA;M;12 RUE LIEUTENANT COL BERNARD;;83200;TOULON;France;;;;153843860;;;;;;;;;;;;;;;;;12;7049;telephone_mobile;Performance pro initial voix;1;21.00;25.20;21.00;20.00;12-mois;innovant1;1;DEFAULT_7049;13,55,108;forfait;;;;;OBS;desktop;boutique;;;;Foisonnement
COM170913002974;13/09/2017 15:24;278.90;En attente;;facturation;55.78;334.68;mobile;5,42065E+13;EUROPCAR INTERNATIONAL SA;René;DEL DUCA;M;12 RUE LIEUTENANT COL BERNARD;;83200;TOULON;France;;;;153843860;;;;;;;;;;;;;;;;;13;3219;telephone_mobile;Tete de charge Apple 5W USB Power;1;19.00;22.80;19.00;20.00;;;2;8,8591E+11;7,29,76,100,101;equipement;;;;;OBS;desktop;boutique;;;;Foisonnement
COM170913002979;13/09/2017 15:39;360.80;En attente;;facturation;72.16;432.96;mobile;5,42098E+13;BNP PARIBAS PERSONAL FINANCE;Dhaker;EL ABED;M;12 RUE LIEUTENANT COL BERNARD;;83200;TOULON;France;;;;155221979;;;;;;;;;;;;;;;;;1;6851;telephone_mobile;facture détaillée longue semaine et week-end;1;0.00;0.00;0.00;20.00;;classique;1;DEFAULT_6851;145;option_forfait;;;;;OBS;desktop;boutique;;;;PCM
COM170913002979;13/09/2017 15:39;360.80;En attente;;facturation;72.16;432.96;mobile;5,42098E+13;BNP PARIBAS PERSONAL FINANCE;Dhaker;EL ABED;M;12 RUE LIEUTENANT COL BERNARD;;83200;TOULON;France;;;;155221979;;;;;;;;;;;;;;;;;2;7639;telephone_mobile;Apple iPhone 7 Or 32 Go;1;312.80;375.36;312.80;20.00;24-mois;;1;225358;13,54,96,125;mobile;;;;;OBS;desktop;boutique;;;;PCM
COM170913002979;13/09/2017 15:39;360.80;En attente;;facturation;72.16;432.96;mobile;5,42098E+13;BNP PARIBAS PERSONAL FINANCE;Dhaker;EL ABED;M;12 RUE LIEUTENANT COL BERNARD;;83200;TOULON;France;;;;155221979;;;;;;;;;;;;;;;;;3;3820;telephone_mobile;Support auto universel Samsung;1;29.00;34.80;29.00;20.00;;;2;8,80609E+12;7,29,81,83;equipement;;;;;OBS;desktop;boutique;;;;PCM
COM170913002979;13/09/2017 15:39;360.80;En attente;;facturation;72.16;432.96;mobile;5,42098E+13;BNP PARIBAS PERSONAL FINANCE;Dhaker;EL ABED;M;12 RUE LIEUTENANT COL BERNARD;;83200;TOULON;France;;;;155221979;;;;;;;;;;;;;;;;;4;3219;telephone_mobile;Tete de charge Apple 5W USB Power;1;19.00;22.80;19.00;20.00;;;3;8,8591E+11;7,29,76,100,101;equipement;;;;;OBS;desktop;boutique;;;;PCM
WCE280167;13/09/2017 15:43;473.89;En attente;;rib;94.78;568.67;mobile;1,22222E+13;TEST;test;test;Mme;82 rue d'Hauteville;;75010;PARIS 10;France;;test;601010101;;;;;;;;;;;;;;;;;;1;7663;telephone_mobile;Sony Xperia XZ bleu 32Go;1;429.90;515.88;429.90;20.00;;smartpro;1;225336;13,54,125;mobile;;;;;PROSPECT;MOBILE;boutique;;;;Foisonnement
WCE280167;13/09/2017 15:43;473.89;En attente;;rib;94.78;568.67;mobile;1,22222E+13;TEST;test;test;Mme;82 rue d'Hauteville;;75010;PARIS 10;France;;test;601010101;;;;;;;;;;;;;;;;;;2;3153;telephone_mobile;forfait smart pro 24/7;1;9.99;11.99;9.99;20.00;sans engagement;smartpro;1;DEFAULT_3153;13,55,111;forfait;;02E111111J7B;601010101;24/10/2017;PROSPECT;MOBILE;boutique;;;;Foisonnement
WCE280167;13/09/2017 15:43;473.89;En attente;;rib;94.78;568.67;mobile;1,22222E+13;TEST;test;test;Mme;82 rue d'Hauteville;;75010;PARIS 10;France;;test;601010101;;;;;;;;;;;;;;;;;;3;10933;telephone_mobile;Facture Électronique Certifiée;1;0.00;0.00;0.00;20.00;;classique;1;FEC;;option_perso;;;;;PROSPECT;MOBILE;boutique;;;;Foisonnement
WCE280167;13/09/2017 15:43;473.89;En attente;;rib;94.78;568.67;mobile;1,22222E+13;TEST;test;test;Mme;82 rue d'Hauteville;;75010;PARIS 10;France;;test;601010101;;;;;;;;;;;;;;;;;;4;3173;telephone_mobile;assistance 706;1;5.00;6.00;5.00;20.00;;classique;1;assistance706;;option_perso;;;;;PROSPECT;MOBILE;boutique;;;;Foisonnement
WCE280167;13/09/2017 15:43;473.89;En attente;;rib;94.78;568.67;mobile;1,22222E+13;TEST;test;test;Mme;82 rue d'Hauteville;;75010;PARIS 10;France;;test;601010101;;;;;;;;;;;;;;;;;;5;3820;equipements;Support auto universel Samsung;1;29.00;34.80;29.00;20.00;;;1;8,80609E+12;7,29,81,83;equipement;;;;;PROSPECT;MOBILE;boutique;;;;Foisonnement
COM170913002981;13/09/2017 15:44;259.90;En attente;;facturation;51.98;311.88;mobile;5,42098E+13;BNP PARIBAS PERSONAL FINANCE;Jean-Pierre;PONTILLE;M;12 RUE LIEUTENANT COL BERNARD;;83200;TOULON;France;;;;;;;;;;;;;;;;;;;;;1;8046;telephone_mobile;Huawei P10 lite blanc 32Go;1;259.90;311.88;259.90;20.00;;;1;226403;13,54,97,125;mobile;;;;;OBS;desktop;boutique;;;;Foisonnement
WCE254206;13/09/2017 15:48;486.90;En attente;;facturation;97.38;584.28;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;1;7663;telephone_mobile;Sony Xperia XZ bleu 32Go;1;439.90;527.88;439.90;20.00;;;1;225336;13,54,125;mobile;;;;;OBS;MOBILE;boutique;;;;Foisonnement
WCE254206;13/09/2017 15:48;486.90;En attente;;facturation;97.38;584.28;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;2;6399;telephone_mobile;option twin;1;10.00;12.00;10.00;20.00;;classique;1;DEFAULT_6399;;option_perso;;;;;OBS;MOBILE;boutique;;;;Foisonnement
WCE254206;13/09/2017 15:48;486.90;En attente;;facturation;97.38;584.28;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;3;6941;telephone_mobile;carte jumelle;1;12.00;14.40;12.00;20.00;;classique;1;DEFAULT_6941;;option_perso;;;;;OBS;MOBILE;boutique;;;;Foisonnement
WCE254206;13/09/2017 15:48;486.90;En attente;;facturation;97.38;584.28;mobile;6,48025E+11;test;test;test;Mme;rue de paradis;;75010;PARIS 10;France;;dev;612121212;;;;;;;;;;;;;;;;;;4;4393;equipements;Oreillette Bluetooth® M70 Plantronics;1;25.00;30.00;25.00;20.00;;;1;5,03359E+12;7,29,74;equipement;;;;;OBS;MOBILE;boutique;;;;Foisonnement
WCE263426;13/09/2017 15:59;45.60;En attente;;rib;9.12;54.72;mobile;1,22222E+13;test test;TEST;TEST;Mme;10 rue adresse;;75010;PARIS 10;France;;DEV;600000000;;;;;;;;;;;;;;;;;;1;7049;default;Performance pro initial voix;1;19.00;22.80;19.00;20.00;24-mois;innovant1;1;DEFAULT_7049;13,55,108;forfait;;02E111111J7B;601010101;01/06/2018;PROSPECT;MOBILE;boutique;;;;Foisonnement
WCE263426;13/09/2017 15:59;45.60;En attente;;rib;9.12;54.72;mobile;1,22222E+13;test test;TEST;TEST;Mme;10 rue adresse;;75010;PARIS 10;France;;DEV;600000000;;;;;;;;;;;;;;;;;;2;6999;default;Samsung Galaxy J3 2016 noir 8Go;1;19.90;23.88;19.90;20.00;;innovant1;1;224025;13,54,97;mobile;;;;;PROSPECT;MOBILE;boutique;;;;Foisonnement
WCE263426;13/09/2017 15:59;45.60;En attente;;rib;9.12;54.72;mobile;1,22222E+13;test test;TEST;TEST;Mme;10 rue adresse;;75010;PARIS 10;France;;DEV;600000000;;;;;;;;;;;;;;;;;;3;3038;default;Facture Electronique;1;0.00;0.00;0.00;20.00;;classique;1;FEL;;option_perso;;;;;PROSPECT;MOBILE;boutique;;;;Foisonnement
WCE263426;13/09/2017 15:59;45.60;En attente;;rib;9.12;54.72;mobile;1,22222E+13;test test;TEST;TEST;Mme;10 rue adresse;;75010;PARIS 10;France;;DEV;600000000;;;;;;;;;;;;;;;;;;4;3191;equipements;Pack Multiadaptateur SIM;1;6.70;8.04;6.70;20.00;;;1;3,56129E+12;7,29,79;equipement;;;;;PROSPECT;MOBILE;boutique;;;;Foisonnement
P-279997;09/08/2017 16:26;;;;;;;;;;TEST;;;;;;;;;;;;;;;;;;;;;;;;;;101010101;;;0;;Ligne ascenseur réservée PRO;1;66.54;79.85;66.54;13.31;;;;;;;;;;;;;;;P-279997;LA2015;0
P-270692;22/08/2017 13:53;;;;;;;;;;Raison sociale;;;;;;;;;;;;;;;;;;;;;;;;;;100000000;;;0;;Ligne ascenseur réservée PRO;1;66.54;79.85;66.54;13.31;;;;;;;;;;;;;;;P-270692;LA2015;0
P-272305;30/08/2017 12:53;;;;;;;;;;Raison sociale;;;;;;;;;;;;;;;;;;;;;;;;;;101010101;;;0;;Ligne ascenseur réservée PRO;1;66.54;79.85;66.54;13.31;;;;;;;;;;;;;;;P-272305;LA2015;0
P-256110;05/09/2017 16:49;;;;;;;;;;Raison sociale;;;;;;;;;;;;;;;;;;;;;;;;;;101010101;;;0;;Ligne ascenseur réservée PRO;1;66.54;79.85;66.54;13.31;;;;;;;;;;;;;;;P-256110;LA2015;0
P-259481;13/09/2017 16:57;;;;;;;;;;Raison sociale;;;;;;;;;;;;;;;;;;;;;;;;;;101010101;;;0;;Ligne ascenseur réservée PRO;1;66.54;79.85;66.54;13.31;;;;;;;;;;;;;;;P-259481;LA2015;0
